date,COP_USD
2013-03-26,1828.57
2013-04-01,1822.5
2013-04-02,1809.8
2013-04-03,1821.5
2013-04-04,1827.5
2013-04-05,1820.5
2013-04-08,1817.5
2013-04-09,1813.5
2013-04-10,1819.5
2013-04-11,1824.5
2013-04-12,1825.5
2013-04-15,1824.5
2013-04-16,1833.5
2013-04-17,1849.83
2013-04-18,1841.5
2013-04-19,1835.5
2013-04-22,1839.0
2013-04-23,1839.5
2013-04-24,1834.5
2013-04-25,1831.35
2013-04-26,1831.97
2013-04-29,1826.8
2013-04-30,1823.93
2013-05-02,1825.5
2013-05-03,1833.5
2013-05-06,1829.5
2013-05-07,1827.5
2013-05-08,1830.5
2013-05-09,1830.5
2013-05-10,1834.5
2013-05-14,1839.5
2013-05-15,1844.5
2013-05-16,1839.5
2013-05-17,1841.5
2013-05-20,1842.5
2013-05-21,1846.5
2013-05-22,1847.5
2013-05-23,1864.5
2013-05-24,1876.5
2013-05-27,1887.0
2013-05-28,1888.5
2013-05-29,1892.5
2013-05-30,1891.5
2013-05-31,1906.5
2013-06-04,1898.0
2013-06-05,1902.5
2013-06-06,1904.5
2013-06-07,1904.5
2013-06-11,1904.5
2013-06-12,1904.5
2013-06-13,1890.64
2013-06-14,1880.42
2013-06-17,1887.5
2013-06-18,1887.5
2013-06-19,1896.96
2013-06-20,1896.5
2013-06-21,1937.5
2013-06-24,1941.5
2013-06-25,1924.5
2013-06-26,1931.5
2013-06-27,1922.5
2013-06-28,1925.5
2013-07-02,1916.5
2013-07-03,1911.36
2013-07-04,1911.75
2013-07-05,1915.5
2013-07-08,1922.55
2013-07-09,1920.5
2013-07-10,1918.42
2013-07-11,1907.6
2013-07-12,1909.72
2013-07-15,1886.98
2013-07-16,1875.89
2013-07-17,1866.61
2013-07-18,1880.91
2013-07-19,1883.17
2013-07-22,1879.37
2013-07-23,1880.49
2013-07-24,1886.49
2013-07-25,1886.73
2013-07-26,1884.07
2013-07-29,1885.69
2013-07-30,1885.67
2013-07-31,1892.96
2013-08-01,1897.41
2013-08-02,1886.73
2013-08-05,1879.98
2013-08-06,1878.13
2013-08-08,1873.24
2013-08-09,1872.5
2013-08-12,1873.5
2013-08-13,1880.27
2013-08-14,1889.5
2013-08-15,1902.5
2013-08-16,1901.5
2013-08-20,1921.95
2013-08-21,1926.5
2013-08-22,1918.5
2013-08-23,1915.5
2013-08-26,1916.5
2013-08-27,1938.5
2013-08-28,1939.5
2013-08-29,1941.5
2013-08-30,1941.5
2013-09-02,1935.5
2013-09-03,1946.5
2013-09-04,1940.5
2013-09-05,1936.57
2013-09-06,1940.28
2013-09-09,1943.5
2013-09-10,1936.5
2013-09-11,1936.5
2013-09-12,1919.5
2013-09-13,1923.5
2013-09-16,1922.5
2013-09-17,1914.5
2013-09-18,1916.5
2013-09-19,1883.5
2013-09-20,1896.5
2013-09-23,1891.5
2013-09-24,1890.5
2013-09-25,1893.5
2013-09-26,1895.86
2013-09-27,1913.5
2013-09-30,1906.5
2013-10-01,1891.5
2013-10-02,1884.95
2013-10-03,1888.5
2013-10-04,1886.5
2013-10-07,1887.5
2013-10-08,1889.5
2013-10-09,1891.5
2013-10-10,1886.5
2013-10-11,1880.5
2013-10-15,1882.5
